Postcode,Latitude,Longitude,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Distance to sea,LSOA21 Code,Lower layer super output area 2021,MSOA21 Code,Middle layer super output area 2021,Census output area 2021
RG28HP,51.426583,-0.946321,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,63.92,E01016680,Wokingham 012E,E02003450,Shinfield,E00084187
RG28HQ,51.425063,-0.947334,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,63.7381,E01016680,Wokingham 012E,E02003450,Shinfield,E00084187
RG28HR,51.420559,-0.954456,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,63.0627,E01016679,Wokingham 012D,E02003450,Shinfield,E00084184
RG28HS,51.420875,-0.954636,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,63.0877,E01016679,Wokingham 012D,E02003450,Shinfield,E00084184
RG28HT,51.420834,-0.954047,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,63.1031,E01016679,Wokingham 012D,E02003450,Shinfield,E00084184
RG28HU,51.420882,-0.953385,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,63.1297,E01016679,Wokingham 012D,E02003450,Shinfield,E00084184
RG28HX,51.426194,-0.948157,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,63.8212,E01016369,Reading 018A,E02003406,Whitley Wood,E00082690
RG28HY,51.424383,-0.953679,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,63.4622,E01016369,Reading 018A,E02003406,Whitley Wood,E00082696
RG28HZ,51.422909,-0.953842,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,63.3127,E01016369,Reading 018A,E02003406,Whitley Wood,E00082698
RG28JA,51.42647,-0.948755,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,63.8284,E01016373,Reading 016C,E02003404,Leighton Park,E00082694
RG28JB,51.427055,-0.948914,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,63.8803,E01016373,Reading 016C,E02003404,Leighton Park,E00082692
RG28JD,51.426656,-0.950505,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,63.7889,E01016373,Reading 016C,E02003404,Leighton Park,E00082694
RG28JE,51.424121,-0.954634,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,63.4053,E01016369,Reading 018A,E02003406,Whitley Wood,E00082696
RG28JF,51.422646,-0.954567,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,63.2631,E01016369,Reading 018A,E02003406,Whitley Wood,E00082696
RG28JG,51.421925,-0.954367,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,63.1992,E01016369,Reading 018A,E02003406,Whitley Wood,E00082699
RG28JH,51.421857,-0.953866,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,63.209,E01016369,Reading 018A,E02003406,Whitley Wood,E00082699
RG28JJ,51.421364,-0.956049,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,63.089,E01016369,Reading 018A,E02003406,Whitley Wood,E00082699
RG28JL,51.422231,-0.955304,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,63.1983,E01016369,Reading 018A,E02003406,Whitley Wood,E00082699
RG28JN,51.420609,-0.956095,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,63.0136,E01016369,Reading 018A,E02003406,Whitley Wood,E00082699
RG28JP,51.420556,-0.95716,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,62.9735,E01016369,Reading 018A,E02003406,Whitley Wood,E00082699
RG28JQ,51.421776,-0.952846,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,63.2348,E01016679,Wokingham 012D,E02003450,Shinfield,E00084184
RG28JR,51.420167,-0.956939,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,62.9426,E01016369,Reading 018A,E02003406,Whitley Wood,E00082700
RG28JS,51.420219,-0.957714,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,62.9223,E01016369,Reading 018A,E02003406,Whitley Wood,E00082700
RG28JT,51.419931,-0.955515,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,62.9664,E01016679,Wokingham 012D,E02003450,Shinfield,E00084184
RG28JU,51.420107,-0.956207,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,62.9609,E01016679,Wokingham 012D,E02003450,Shinfield,E00084184
RG28JW,51.425965,-0.947645,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,63.8158,E01016369,Reading 018A,E02003406,Whitley Wood,E00082690
RG28JX,51.426601,-0.949399,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,63.82,E01016373,Reading 016C,E02003404,Leighton Park,E00082694
RG28JY,51.420391,-0.953813,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,63.0676,E01016679,Wokingham 012D,E02003450,Shinfield,E00084184
RG28JZ,51.426712,-0.947757,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,63.885,E01016373,Reading 016C,E02003404,Leighton Park,E00082694
RG28LA,51.418186,-0.956624,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,62.7593,E01016679,Wokingham 012D,E02003450,Shinfield,E00084185
RG28LB,51.419418,-0.95766,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,62.8457,E01016440,Reading 018D,E02003406,Whitley Wood,E00083031
RG28LD,51.418407,-0.960243,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,62.662,E01016440,Reading 018D,E02003406,Whitley Wood,E00083031
RG28LE,51.417365,-0.962352,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,62.4909,E01016440,Reading 018D,E02003406,Whitley Wood,E00083032
RG28LF,51.417091,-0.962862,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,62.4474,E01016440,Reading 018D,E02003406,Whitley Wood,E00083032
RG28LH,51.417748,-0.962976,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,62.5081,E01016440,Reading 018D,E02003406,Whitley Wood,E00083032
RG28LJ,51.425621,-0.949335,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,63.7263,E01016369,Reading 018A,E02003406,Whitley Wood,E00082690
RG28LL,51.425311,-0.95091,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,63.6441,E01016369,Reading 018A,E02003406,Whitley Wood,E00082690
RG28LP,51.425201,-0.948726,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,63.7055,E01016369,Reading 018A,E02003406,Whitley Wood,E00082690
RG28LQ,51.418851,-0.960578,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,62.6945,E01016440,Reading 018D,E02003406,Whitley Wood,E00083031
RG28LS,51.424477,-0.960249,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,63.257,E01016438,Reading 017D,E02003405,Kennet Island & Green Park,E00083047
RG28LT,51.423954,-0.962102,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,63.1456,E01016438,Reading 017D,E02003405,Kennet Island & Green Park,E00083047
RG28LU,51.424041,-0.962848,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,63.13,E01016438,Reading 017D,E02003405,Kennet Island & Green Park,E00083047
RG28LW,51.418469,-0.968087,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,62.413,E01016439,Reading 018C,E02003406,Whitley Wood,E00177356
RG28LX,51.42318,-0.962091,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,63.0699,E01016438,Reading 017D,E02003405,Kennet Island & Green Park,E00083051
RG28LY,51.424361,-0.959332,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,63.2754,E01016368,Reading 017A,E02003405,Kennet Island & Green Park,E00082697
RG28LZ,51.423146,-0.959172,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,63.1614,E01016368,Reading 017A,E02003405,Kennet Island & Green Park,E00082697
RG28NA,51.424061,-0.957779,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,63.2965,E01016368,Reading 017A,E02003405,Kennet Island & Green Park,E00082697
RG28NB,51.424045,-0.958231,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,63.2802,E01016368,Reading 017A,E02003405,Kennet Island & Green Park,E00082697
RG28ND,51.424065,-0.955426,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,63.3738,E01016369,Reading 018A,E02003406,Whitley Wood,E00082696
RG28NE,51.423305,-0.956824,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,63.2536,E01016369,Reading 018A,E02003406,Whitley Wood,E00082696
RG28NG,51.422673,-0.956537,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,63.2011,E01016368,Reading 017A,E02003405,Kennet Island & Green Park,E00082697
RG28NH,51.423,-0.956917,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,63.2207,E01016368,Reading 017A,E02003405,Kennet Island & Green Park,E00082697
RG28NJ,51.422821,-0.955023,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,63.2653,E01016369,Reading 018A,E02003406,Whitley Wood,E00082696
RG28NL,51.423145,-0.955059,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,63.2958,E01016369,Reading 018A,E02003406,Whitley Wood,E00082696
RG28NN,51.42147,-0.95783,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,63.041,E01016369,Reading 018A,E02003406,Whitley Wood,E00082700
RG28NP,51.422345,-0.958169,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,63.1156,E01016369,Reading 018A,E02003406,Whitley Wood,E00082700
RG28NR,51.422891,-0.959825,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,63.1151,E01016438,Reading 017D,E02003405,Kennet Island & Green Park,E00083051
RG28NS,51.422787,-0.96036,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,63.0875,E01016438,Reading 017D,E02003405,Kennet Island & Green Park,E00083051
RG28NT,51.420523,-0.959519,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,62.8929,E01016440,Reading 018D,E02003406,Whitley Wood,E00083029
RG28NU,51.421121,-0.958974,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,62.9694,E01016369,Reading 018A,E02003406,Whitley Wood,E00082700
RG28NW,51.422211,-0.957194,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,63.1344,E01016369,Reading 018A,E02003406,Whitley Wood,E00082700
RG28NX,51.420049,-0.958782,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,62.8706,E01016369,Reading 018A,E02003406,Whitley Wood,E00082700
RG28NY,51.419605,-0.959382,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,62.8075,E01016440,Reading 018D,E02003406,Whitley Wood,E00083031
RG28NZ,51.419819,-0.96024,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,62.8004,E01016440,Reading 018D,E02003406,Whitley Wood,E00083031
RG28PA,51.420237,-0.961784,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,62.791,E01016440,Reading 018D,E02003406,Whitley Wood,E00083029
RG28PB,51.419451,-0.961327,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,62.7288,E01016440,Reading 018D,E02003406,Whitley Wood,E00083029
RG28PD,51.415387,-0.966495,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,62.1619,E01016441,Reading 018E,E02003406,Whitley Wood,E00083036
RG28PE,51.414278,-0.967139,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,62.0321,E01016441,Reading 018E,E02003406,Whitley Wood,E00083038
RG28PF,51.4135,-0.967631,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,61.9398,E01016441,Reading 018E,E02003406,Whitley Wood,E00083038
RG28PG,51.419513,-0.969336,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,62.4755,E01016439,Reading 018C,E02003406,Whitley Wood,E00177356
RG28PH,51.416107,-0.96146,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,62.3969,E01016441,Reading 018E,E02003406,Whitley Wood,E00083023
RG28PJ,51.420133,-0.969322,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,62.537,E01016437,Reading 018B,E02003406,Whitley Wood,E00083028
RG28PL,51.419669,-0.968671,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,62.5122,E01016437,Reading 018B,E02003406,Whitley Wood,E00083028
RG28PN,51.419998,-0.96829,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,62.5569,E01016437,Reading 018B,E02003406,Whitley Wood,E00083028
RG28PP,51.417768,-0.966283,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,62.4025,E01016439,Reading 018C,E02003406,Whitley Wood,E00083033
RG28PQ,51.416889,-0.962363,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,62.4439,E01016440,Reading 018D,E02003406,Whitley Wood,E00083032
RG28PR,51.415445,-0.962798,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,62.2882,E01016441,Reading 018E,E02003406,Whitley Wood,E00083023
RG28PS,51.414742,-0.962627,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,62.225,E01016441,Reading 018E,E02003406,Whitley Wood,E00083035
RG28PT,51.415738,-0.962375,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,62.3308,E01016441,Reading 018E,E02003406,Whitley Wood,E00083023
RG28PU,51.416495,-0.961595,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,62.4305,E01016440,Reading 018D,E02003406,Whitley Wood,E00083022
RG28PW,51.418034,-0.965774,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,62.4451,E01016439,Reading 018C,E02003406,Whitley Wood,E00083033
RG28PX,51.413476,-0.961836,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,62.1272,E01016679,Wokingham 012D,E02003450,Shinfield,E00084186
RG28PY,51.412781,-0.960587,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,62.1004,E01016679,Wokingham 012D,E02003450,Shinfield,E00084186
RG28PZ,51.413762,-0.960593,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,62.1961,E01016679,Wokingham 012D,E02003450,Shinfield,E00084186
RG28QA,51.413018,-0.957713,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,62.2187,E01016679,Wokingham 012D,E02003450,Shinfield,E00084186
RG28QB,51.414339,-0.961788,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,62.2131,E01016441,Reading 018E,E02003406,Whitley Wood,E00083035
RG28QD,51.412727,-0.959345,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,62.1362,E01016679,Wokingham 012D,E02003450,Shinfield,E00084186
RG28QE,51.412799,-0.958472,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,62.1722,E01016679,Wokingham 012D,E02003450,Shinfield,E00084186
RG28QG,51.41332,-0.956447,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,62.2902,E01016679,Wokingham 012D,E02003450,Shinfield,E00084186
RG28QH,51.413623,-0.957131,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,62.297,E01016679,Wokingham 012D,E02003450,Shinfield,E00084186
RG28QJ,51.413801,-0.957932,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,62.2878,E01016679,Wokingham 012D,E02003450,Shinfield,E00084186
RG28QL,51.414579,-0.958432,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,62.3472,E01016679,Wokingham 012D,E02003450,Shinfield,E00084186
RG28QN,51.414012,-0.959394,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,62.2601,E01016679,Wokingham 012D,E02003450,Shinfield,E00084186
RG28QP,51.415281,-0.959538,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,62.3793,E01016679,Wokingham 012D,E02003450,Shinfield,E00084185
RG28QR,51.415923,-0.961004,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,62.3939,E01016440,Reading 018D,E02003406,Whitley Wood,E00083022
RG28QS,51.41479,-0.961001,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,62.2831,E01016441,Reading 018E,E02003406,Whitley Wood,E00083035
RG28QT,51.414313,-0.960897,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,62.2399,E01016441,Reading 018E,E02003406,Whitley Wood,E00083035
RG28RA,51.424335,-0.963546,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,63.1364,E01016438,Reading 017D,E02003405,Kennet Island & Green Park,E00083050
RG28RB,51.42393,-0.963527,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,63.0972,E01016438,Reading 017D,E02003405,Kennet Island & Green Park,E00083050
RG28RD,51.424304,-0.964065,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,63.1166,E01016438,Reading 017D,E02003405,Kennet Island & Green Park,E00083050
RG28RE,51.423737,-0.963977,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,63.0637,E01016438,Reading 017D,E02003405,Kennet Island & Green Park,E00083050
RG28RF,51.422792,-0.963883,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,62.9738,E01016437,Reading 018B,E02003406,Whitley Wood,E00083052
RG28RG,51.422652,-0.96334,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,62.9776,E01016440,Reading 018D,E02003406,Whitley Wood,E00083029
RG28RH,51.421969,-0.96232,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,62.9436,E01016438,Reading 017D,E02003405,Kennet Island & Green Park,E00083051
RG28RJ,51.422074,-0.96505,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,62.8655,E01016437,Reading 018B,E02003406,Whitley Wood,E00083052
RG28RL,51.421556,-0.966486,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,62.7683,E01016437,Reading 018B,E02003406,Whitley Wood,E00083052
RG28RN,51.421667,-0.963779,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,62.8666,E01016437,Reading 018B,E02003406,Whitley Wood,E00083052
RG28RP,51.421626,-0.963248,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,62.8798,E01016440,Reading 018D,E02003406,Whitley Wood,E00083029
RG28RQ,51.421969,-0.962392,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,62.9412,E01016438,Reading 017D,E02003405,Kennet Island & Green Park,E00083051
RG28RR,51.42054,-0.963416,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,62.7677,E01016440,Reading 018D,E02003406,Whitley Wood,E00083029
RG28RS,51.419244,-0.963331,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,62.6432,E01016440,Reading 018D,E02003406,Whitley Wood,E00083032
RG28RT,51.419015,-0.963839,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,62.6043,E01016440,Reading 018D,E02003406,Whitley Wood,E00083032
RG28RU,51.418012,-0.962323,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,62.5553,E01016440,Reading 018D,E02003406,Whitley Wood,E00083032
RG28RW,51.4205,-0.963886,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,62.7485,E01016439,Reading 018C,E02003406,Whitley Wood,E00083027
RG28RX,51.418264,-0.963353,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,62.5464,E01016440,Reading 018D,E02003406,Whitley Wood,E00083032
RG28RY,51.41893,-0.964402,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,62.5776,E01016440,Reading 018D,E02003406,Whitley Wood,E00083032
RG28SA,51.418214,-0.964821,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,62.4937,E01016440,Reading 018D,E02003406,Whitley Wood,E00083032
RG28SB,51.419343,-0.965371,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,62.5867,E01016439,Reading 018C,E02003406,Whitley Wood,E00083027
RG28SD,51.420522,-0.964481,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,62.7314,E01016439,Reading 018C,E02003406,Whitley Wood,E00083027
RG28SE,51.421456,-0.964331,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,62.828,E01016437,Reading 018B,E02003406,Whitley Wood,E00083028
RG28SF,51.421252,-0.965673,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,62.7646,E01016437,Reading 018B,E02003406,Whitley Wood,E00083028
RG28SG,51.420977,-0.967175,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,62.6891,E01016437,Reading 018B,E02003406,Whitley Wood,E00083028
RG28SH,51.419778,-0.966813,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,62.5829,E01016439,Reading 018C,E02003406,Whitley Wood,E00083027
RG28SJ,51.422433,-0.967084,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,62.8353,E01016437,Reading 018B,E02003406,Whitley Wood,E00083052
RG28SL,51.422873,-0.964946,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,62.9475,E01016437,Reading 018B,E02003406,Whitley Wood,E00083052
RG28SN,51.422615,-0.968375,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,62.8118,E01016438,Reading 017D,E02003405,Kennet Island & Green Park,E00083050
RG28SP,51.421877,-0.968219,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,62.7442,E01016437,Reading 018B,E02003406,Whitley Wood,E00083026
RG28SQ,51.42039,-0.965807,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,62.6755,E01016439,Reading 018C,E02003406,Whitley Wood,E00083027
RG28SR,51.418429,-0.965751,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,62.4847,E01016440,Reading 018D,E02003406,Whitley Wood,E00083032
RG28SS,51.423834,-0.966851,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,62.9808,E01016438,Reading 017D,E02003405,Kennet Island & Green Park,E00083050
RG28SW,51.423395,-0.966013,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,62.9645,E01016438,Reading 017D,E02003405,Kennet Island & Green Park,E00083050
RG28SX,51.417337,-0.958168,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,62.6254,E01016679,Wokingham 012D,E02003450,Shinfield,E00084185
RG28SY,51.417483,-0.957446,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,62.6635,E01016679,Wokingham 012D,E02003450,Shinfield,E00084185
RG28TA,51.418567,-0.956975,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,62.785,E01016679,Wokingham 012D,E02003450,Shinfield,E00084185
RG28TB,51.416442,-0.957599,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,62.5567,E01016679,Wokingham 012D,E02003450,Shinfield,E00084185
RG28TD,51.416723,-0.959951,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,62.5067,E01016440,Reading 018D,E02003406,Whitley Wood,E00083022
RG28TE,51.416981,-0.959571,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,62.5445,E01016440,Reading 018D,E02003406,Whitley Wood,E00083022
RG28TF,51.418459,-0.958933,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,62.71,E01016440,Reading 018D,E02003406,Whitley Wood,E00083031
